9606	22	ENSG00000131269	NM_004299.4	ENST00000253577	NP_004290.2	ENSP00000253577
9606	23	ENSG00000204574	NM_001025091.1	ENST00000326195	NP_001020262.1	ENSP00000313603
9606	23	ENSG00000204574	NM_001090.2	ENST00000376545	NP_001081.1	ENSP00000365728
9606	24	ENSG00000198691	NM_000350.2	ENST00000370225	NP_000341.2	ENSP00000359245
9606	25	ENSG00000097007	NM_005157.4	ENST00000318560	NP_005148.2	ENSP00000323315
9606	25	ENSG00000097007	NM_007313.2	ENST00000372348	NP_009297.2	ENSP00000361423
9606	26	ENSG00000002726	NM_001091.2	ENST00000360937	NP_001082.2	ENSP00000354193
9606	27	ENSG00000143322	NM_001136000.2	ENST00000344730	NP_001129472.1	ENSP00000339209
9606	27	ENSG00000143322	NM_001136001.1	ENST00000392043	NP_001129473.1	ENSP00000375897
9606	27	ENSG00000143322	NM_001168236.1	ENST00000367623	NP_001161708.1	ENSP00000356595
9606	27	ENSG00000143322	NM_001168237.1	ENST00000511413	NP_001161709.1	ENSP00000424697
9606	27	ENSG00000143322	NM_001168238.1	ENST00000507173	NP_001161710.1	ENSP00000423413
9606	27	ENSG00000143322	NM_001168239.1	ENST00000504405	NP_001161711.1	ENSP00000426831
9606	27	ENSG00000143322	NM_005158.4	ENST00000512653	NP_005149.4	ENSP00000423578
9606	27	ENSG00000143322	NM_007314.3	ENST00000502732	NP_009298.1	ENSP00000427562
9606	29	ENSG00000159842	NM_001092.4	ENST00000291107	NP_001083.2	ENSP00000291107
9606	29	ENSG00000159842	NM_001159746.2	ENST00000544583	NP_001153218.1	ENSP00000442048
9606	29	ENSG00000159842	NM_001256847.1	ENST00000543210	NP_001243776.1	ENSP00000445198
9606	29	ENSG00000159842	NM_021962.3	ENST00000302538	NP_068781.2	ENSP00000303909
9606	30	ENSG00000060971	NM_001130410.1	ENST00000301810	NP_001123882.1	ENSP00000301810
9606	30	ENSG00000060971	NM_001607.3	ENST00000333167	NP_001598.1	ENSP00000333664
9606	31	ENSG00000132142	NM_198834.1	ENST00000353139	NP_942131.1	ENSP00000344789
9606	31	ENSG00000132142	NM_198836.1	ENST00000394406	NP_942133.1	ENSP00000377928
9606	31	ENSG00000132142	NM_198837.1	ENST00000360679	NP_942134.1	ENSP00000353898
9606	31	ENSG00000132142	NM_198838.1	ENST00000335166	NP_942135.1	ENSP00000335323
9606	32	ENSG00000076555	NM_001093.3	ENST00000377848	NP_001084.3	ENSP00000367079
9606	33	ENSG00000115361	NM_001608.3	ENST00000233710	NP_001599.1	ENSP00000233710
9606	34	ENSG00000117054	NM_000016.4	ENST00000370841	NP_000007.1	ENSP00000359878
9606	34	ENSG00000117054	NM_001127328.1	ENST00000420607	NP_001120800.1	ENSP00000409612
9606	35	ENSG00000122971	NM_000017.2	ENST00000242592	NP_000008.1	ENSP00000242592
9606	36	ENSG00000196177	NM_001609.3	ENST00000358776	NP_001600.1	ENSP00000357873
9606	37	ENSG00000072778	NM_000018.3	ENST00000356839	NP_000009.1	ENSP00000349297
9606	37	ENSG00000072778	NM_001033859.2	ENST00000350303	NP_001029031.1	ENSP00000344152
9606	37	ENSG00000072778	NM_001270447.1	ENST00000543245	NP_001257376.1	ENSP00000438689
9606	38	ENSG00000075239	NM_000019.3	ENST00000265838	NP_000010.1	ENSP00000265838
9606	39	ENSG00000120437	NM_005891.2	ENST00000367048	NP_005882.2	ENSP00000356015
9606	40	ENSG00000108684	NM_001094.4	ENST00000359872	NP_001085.2	ENSP00000352934
9606	40	ENSG00000108684	NM_183377.1	ENST00000225823	NP_899233.1	ENSP00000225823
9606	41	ENSG00000110881	NM_001095.3	ENST00000447966	NP_001086.2	ENSP00000400228
9606	41	ENSG00000110881	NM_001256830.1	ENST00000552438	NP_001243759.1	ENSP00000450247
9606	41	ENSG00000110881	NM_020039.3	ENST00000228468	NP_064423.2	ENSP00000228468
9606	43	ENSG00000087085	NM_000665.3	ENST00000241069	NP_000656.1	ENSP00000241069
9606	43	ENSG00000087085	NM_015831.2	ENST00000302913	NP_056646.1	ENSP00000303211
9606	47	ENSG00000131473	NM_001096.2	ENST00000352035	NP_001087.2	ENSP00000253792
9606	47	ENSG00000131473	NM_198830.1	ENST00000353196	NP_942127.1	ENSP00000345398
9606	48	ENSG00000122729	NM_002197.2	ENST00000309951	NP_002188.1	ENSP00000309477
9606	49	ENSG00000100312	NM_001097.2	ENST00000216139	NP_001088.2	ENSP00000216139
9606	50	ENSG00000100412	NM_001098.2	ENST00000216254	NP_001089.1	ENSP00000216254
9606	51	ENSG00000161533	NM_001185039.1	ENST00000537812	NP_001171968.1	ENSP00000441257
9606	51	ENSG00000161533	NM_004035.6	ENST00000293217	NP_004026.2	ENSP00000293217
9606	51	ENSG00000161533	NM_007292.5	ENST00000301608	NP_009223.2	ENSP00000301608
9606	52	ENSG00000143727	NM_001040649.2	ENST00000407983	NP_001035739.1	ENSP00000385404
9606	52	ENSG00000143727	NM_004300.3	ENST00000272065	NP_004291.1	ENSP00000272065
9606	53	ENSG00000134575	NM_001131064.1	ENST00000444355	NP_001124536.1	ENSP00000414911
9606	53	ENSG00000134575	NM_001610.2	ENST00000256997	NP_001601.1	ENSP00000256997
9606	54	ENSG00000102575	NM_001111035.1	ENST00000218758	NP_001104505.1	ENSP00000218758
9606	54	ENSG00000102575	NM_001111036.1	ENST00000412435	NP_001104506.1	ENSP00000392374
9606	54	ENSG00000102575	NM_001611.3	ENST00000433365	NP_001602.1	ENSP00000413456
9606	55	ENSG00000014257	NM_001099.4	ENST00000336375	NP_001090.2	ENSP00000337471
9606	55	ENSG00000014257	NM_001134194.1	ENST00000351273	NP_001127666.1	ENSP00000323036
9606	56	ENSG00000134940	NM_001612.5	ENST00000533904	NP_001603.1	ENSP00000432816
9606	56	ENSG00000134940	NM_020069.4	ENST00000315608	NP_064454.1	ENSP00000317684
9606	56	ENSG00000134940	NM_020107.4	ENST00000257382	NP_064492.1	ENSP00000257382
9606	56	ENSG00000134940	NM_020108.4	ENST00000426183	NP_064493.1	ENSP00000411583
9606	58	ENSG00000143632	NM_001100.3	ENST00000366684	NP_001091.1	ENSP00000355645
9606	59	ENSG00000107796	NM_001141945.1	ENST00000458208	NP_001135417.1	ENSP00000402373
9606	59	ENSG00000107796	NM_001613.2	ENST00000224784	NP_001604.1	ENSP00000224784
9606	60	ENSG00000075624	NM_001101.3	ENST00000331789	NP_001092.1	ENSP00000349960
9606	70	ENSG00000159251	NM_005159.4	ENST00000290378	NP_005150.1	ENSP00000290378
9606	71	ENSG00000184009	NM_001199954.1	ENST00000573283	NP_001186883.1	ENSP00000458435
9606	71	ENSG00000184009	NM_001614.3	ENST00000331925	NP_001605.1	ENSP00000331514
9606	72	ENSG00000163017	NM_001199893.1	ENST00000409731	NP_001186822.1	ENSP00000386929
9606	72	ENSG00000163017	NM_001615.3	ENST00000345517	NP_001606.1	ENSP00000295137
9606	81	ENSG00000130402	NM_004924.4	ENST00000252699	NP_004915.2	ENSP00000252699
9606	86	ENSG00000136518	NM_004301.3	ENST00000429709	NP_004292.1	ENSP00000397552
9606	86	ENSG00000136518	NM_177989.2	ENST00000450518	NP_817126.1	ENSP00000394014
9606	86	ENSG00000136518	NM_178042.2	ENST00000392662	NP_829888.1	ENSP00000376430
9606	87	ENSG00000072110	NM_001102.3	ENST00000193403	NP_001093.1	ENSP00000193403
9606	87	ENSG00000072110	NM_001130004.1	ENST00000394419	NP_001123476.1	ENSP00000377941
9606	87	ENSG00000072110	NM_001130005.1	ENST00000438964	NP_001123477.1	ENSP00000414272
9606	88	ENSG00000077522	NM_001103.2	ENST00000366578	NP_001094.1	ENSP00000355537
9606	90	ENSG00000115170	NM_001105.4	ENST00000263640	NP_001096.1	ENSP00000263640
9606	90	ENSG00000115170	NM_001111067.2	ENST00000434821	NP_001104537.1	ENSP00000405004
9606	91	ENSG00000135503	NM_004302.4	ENST00000257963	NP_004293.1	ENSP00000257963
9606	91	ENSG00000135503	NM_020327.3	ENST00000542485	NP_064732.3	ENSP00000442885
9606	91	ENSG00000135503	NM_020328.3	ENST00000541224	NP_064733.3	ENSP00000442656
9606	92	ENSG00000121989	NM_001616.3	ENST00000241416	NP_001607.1	ENSP00000241416
9606	93	ENSG00000114739	NM_001106.3	ENST00000352511	NP_001097.2	ENSP00000340361
9606	94	ENSG00000139567	NM_000020.2	ENST00000388922	NP_000011.2	ENSP00000373574
9606	94	ENSG00000139567	NM_001077401.1	ENST00000550683	NP_001070869.1	ENSP00000447884
9606	95	ENSG00000243989	NM_000666.2	ENST00000404366	NP_000657.1	ENSP00000384296
9606	95	ENSG00000243989	NM_001198895.1	ENST00000458031	NP_001185824.1	ENSP00000390557
9606	95	ENSG00000243989	NM_001198896.1	ENST00000494103	NP_001185825.1	ENSP00000417618
9606	95	ENSG00000243989	NM_001198897.1	ENST00000476854	NP_001185826.1	ENSP00000419262
9606	95	ENSG00000243989	NM_001198898.1	ENST00000476351	NP_001185827.1	ENSP00000417056
9606	97	ENSG00000119640	NM_001107.3	ENST00000238618	NP_001098.1	ENSP00000238618
9606	97	ENSG00000119640	NM_203488.1	ENST00000357971	NP_982355.1	ENSP00000350655
9606	98	ENSG00000170634	NM_138448.3	ENST00000394666	NP_612457.1	ENSP00000378161
9606	100	ENSG00000196839	NM_000022.2	ENST00000372874	NP_000013.2	ENSP00000361965
9606	101	ENSG00000151651	NM_001109.4	ENST00000445355	NP_001100.3	ENSP00000453302
9606	101	ENSG00000151651	NM_001164489.1	ENST00000415217	NP_001157961.1	ENSP00000453855
9606	101	ENSG00000151651	NM_001164490.1	ENST00000485491	NP_001157962.1	ENSP00000453043
9606	102	ENSG00000137845	NM_001110.2	ENST00000260408	NP_001101.1	ENSP00000260408
9606	103	ENSG00000160710	NM_001025107.2	ENST00000368471	NP_001020278.1	ENSP00000357456
9606	103	ENSG00000160710	NM_001111.4	ENST00000368474	NP_001102.2	ENSP00000357459
9606	103	ENSG00000160710	NM_015840.3	ENST00000529168	NP_056655.2	ENSP00000431794
9606	104	ENSG00000197381	NM_001112.3	ENST00000348831	NP_001103.1	ENSP00000015877
9606	104	ENSG00000197381	NM_015833.3	ENST00000539173	NP_056648.1	ENSP00000441897
9606	104	ENSG00000197381	NM_015834.3	ENST00000389863	NP_056649.1	ENSP00000374513
9606	105	ENSG00000185736	NM_018702.3	ENST00000381312	NP_061172.1	ENSP00000370713
9606	107	ENSG00000164742	NM_021116.2	ENST00000297323	NP_066939.1	ENSP00000297323
9606	108	ENSG00000078295	NM_020546.2	ENST00000338316	NP_065433.2	ENSP00000342952
9606	109	ENSG00000138031	NM_004036.3	ENST00000260600	NP_004027.2	ENSP00000260600
9606	111	ENSG00000173175	NM_001199642.1	ENST00000309879	NP_001186571.1	ENSP00000308685
9606	111	ENSG00000173175	NM_183357.2	ENST00000462833	NP_899200.1	ENSP00000419361
9606	112	ENSG00000174233	NM_015270.3	ENST00000307885	NP_056085.1	ENSP00000311405
9606	112	ENSG00000174233	NM_020983.2	ENST00000550422	NP_066193.1	ENSP00000446730
9606	113	ENSG00000121281	NM_001114.3	ENST00000254235	NP_001105.1	ENSP00000254235
9606	114	ENSG00000155897	NM_001115.2	ENST00000286355	NP_001106.1	ENSP00000286355
9606	115	ENSG00000162104	NM_001116.3	ENST00000294016	NP_001107.2	ENSP00000294016
9606	116	ENSG00000141433	NM_001099733.1	ENST00000450565	NP_001093203.1	ENSP00000411658
9606	116	ENSG00000141433	NM_001117.3	ENST00000579794	NP_001108.2	ENSP00000462647
9606	117	ENSG00000078549	NM_001118.4	ENST00000304166	NP_001109.2	ENSP00000306620
9606	117	ENSG00000078549	NM_001199635.1	ENST00000396211	NP_001186564.1	ENSP00000379514
9606	117	ENSG00000078549	NM_001199637.1	ENST00000409363	NP_001186566.1	ENSP00000387335
9606	118	ENSG00000087274	NM_001119.4	ENST00000446856	NP_001110.2	ENSP00000399828
9606	118	ENSG00000087274	NM_014189.3	ENST00000264758	NP_054908.2	ENSP00000264758
9606	118	ENSG00000087274	NM_014190.3	ENST00000513328	NP_054909.2	ENSP00000421907
9606	118	ENSG00000087274	NM_176801.2	ENST00000398125	NP_789771.1	ENSP00000381193
9606	119	ENSG00000075340	NM_001185054.1	ENST00000407644	NP_001171983.1	ENSP00000384677
9606	119	ENSG00000075340	NM_001185055.1	ENST00000430656	NP_001171984.1	ENSP00000398112
9606	119	ENSG00000075340	NM_001617.3	ENST00000264436	NP_001608.1	ENSP00000264436
9606	119	ENSG00000075340	NM_017482.3	ENST00000413157	NP_059516.2	ENSP00000388072
9606	119	ENSG00000075340	NM_017488.3	ENST00000355733	NP_059522.1	ENSP00000347972
9606	120	ENSG00000148700	NM_001121.2	ENST00000277900	NP_001112.2	ENSP00000277900
9606	120	ENSG00000148700	NM_016824.3	ENST00000356080	NP_058432.1	ENSP00000348381
9606	120	ENSG00000148700	NM_019903.3	ENST00000360162	NP_063968.1	ENSP00000353286
9606	123	ENSG00000147872	NM_001122.3	ENST00000276914	NP_001113.2	ENSP00000276914
9606	124	ENSG00000187758	NM_000667.3	ENST00000209668	NP_000658.1	ENSP00000209668
9606	125	ENSG00000196616	NM_000668.4	ENST00000305046	NP_000659.2	ENSP00000306606
9606	126	ENSG00000248144	NM_000669.3	ENST00000515683	NP_000660.1	ENSP00000426083
9606	127	ENSG00000198099	NM_000670.3	ENST00000265512	NP_000661.2	ENSP00000265512
9606	128	ENSG00000197894	NM_000671.3	ENST00000296412	NP_000662.3	ENSP00000296412
9606	130	ENSG00000172955	NM_000672.3	ENST00000237653	NP_000663.1	ENSP00000237653
9606	130	ENSG00000172955	NM_001102470.1	ENST00000394899	NP_001095940.1	ENSP00000378359
9606	131	ENSG00000196344	NM_000673.4	ENST00000209665	NP_000664.2	ENSP00000209665
9606	131	ENSG00000196344	NM_001166504.1	ENST00000476959	NP_001159976.1	ENSP00000420269
9606	132	ENSG00000156110	NM_001123.3	ENST00000372734	NP_001114.2	ENSP00000361819
9606	132	ENSG00000156110	NM_001202449.1	ENST00000541550	NP_001189378.1	ENSP00000438321
9606	132	ENSG00000156110	NM_001202450.1	ENST00000539909	NP_001189379.1	ENSP00000443965
9606	132	ENSG00000156110	NM_006721.3	ENST00000286621	NP_006712.2	ENSP00000286621
9606	133	ENSG00000148926	NM_001124.1	ENST00000278175	NP_001115.1	ENSP00000278175
9606	134	ENSG00000163485	NM_000674.2	ENST00000337894	NP_000665.1	ENSP00000338435
9606	134	ENSG00000163485	NM_001048230.1	ENST00000367236	NP_001041695.1	ENSP00000356205
9606	135	ENSG00000128271	NM_000675.4	ENST00000337539	NP_000666.2	ENSP00000336630
9606	136	ENSG00000170425	NM_000676.2	ENST00000304222	NP_000667.1	ENSP00000304501
9606	140	ENSG00000121933	NM_000677.3	ENST00000241356	NP_000668.1	ENSP00000241356
9606	140	ENSG00000121933	NM_001081976.1	ENST00000369717	NP_001075445.1	ENSP00000358731
9606	140	ENSG00000121933	NM_020683.6	ENST00000369716	NP_065734.5	ENSP00000358730
9606	141	ENSG00000144843	NM_001125.2	ENST00000357003	NP_001116.1	ENSP00000349496
9606	142	ENSG00000143799	NM_001618.3	ENST00000366794	NP_001609.2	ENSP00000355759
9606	143	ENSG00000102699	NM_006437.3	ENST00000381989	NP_006428.2	ENSP00000371419
9606	146	ENSG00000171873	NM_000678.3	ENST00000379453	NP_000669.1	ENSP00000368766
9606	147	ENSG00000170214	NM_000679.3	ENST00000306675	NP_000670.1	ENSP00000306662
9606	148	ENSG00000120907	NM_000680.2	ENST00000276393	NP_000671.2	ENSP00000276393
9606	148	ENSG00000120907	NM_033302.2	ENST00000380582	NP_150645.2	ENSP00000369956
9606	148	ENSG00000120907	NM_033303.3	ENST00000380586	NP_150646.3	ENSP00000369960
9606	148	ENSG00000120907	NM_033304.2	ENST00000354550	NP_150647.2	ENSP00000346557
9606	150	ENSG00000150594	NM_000681.3	ENST00000280155	NP_000672.3	ENSP00000280155
9606	151	ENSG00000222040	NM_000682.5	ENST00000409345	NP_000673.2	ENSP00000387281
9606	152	ENSG00000184160	NM_000683.3	ENST00000330055	NP_000674.2	ENSP00000386069
9606	153	ENSG00000043591	NM_000684.2	ENST00000369295	NP_000675.1	ENSP00000358301
9606	154	ENSG00000169252	NM_000024.5	ENST00000305988	NP_000015.1	ENSP00000305372
9606	155	ENSG00000188778	NM_000025.2	ENST00000345060	NP_000016.1	ENSP00000343782
9606	156	ENSG00000173020	NM_001619.3	ENST00000308595	NP_001610.2	ENSP00000312262
9606	157	ENSG00000100077	NM_005160.3	ENST00000324198	NP_005151.2	ENSP00000317578
9606	158	ENSG00000239900	NM_000026.2	ENST00000216194	NP_000017.1	ENSP00000216194
9606	158	ENSG00000239900	NM_001123378.1	ENST00000342312	NP_001116850.1	ENSP00000341429
9606	159	ENSG00000035687	NM_001126.3	ENST00000366535	NP_001117.2	ENSP00000355493
9606	160	ENSG00000196961	NM_014203.2	ENST00000359032	NP_055018.2	ENSP00000351926
9606	160	ENSG00000196961	NM_130787.2	ENST00000354293	NP_570603.2	ENSP00000346246
9606	161	ENSG00000183020	NM_001242837.1	ENST00000332231	NP_001229766.1	ENSP00000327694
9606	161	ENSG00000183020	NM_012305.3	ENST00000448903	NP_036437.1	ENSP00000413234
9606	162	ENSG00000100280	NM_001127.3	ENST00000357586	NP_001118.3	ENSP00000350199
9606	162	ENSG00000100280	NM_001166019.1	ENST00000317368	NP_001159491.1	ENSP00000319361
9606	162	ENSG00000100280	NM_145730.2	ENST00000432560	NP_663782.2	ENSP00000400065
9606	163	ENSG00000006125	NM_001030006.1	ENST00000312678	NP_001025177.1	ENSP00000314414
9606	163	ENSG00000006125	NM_001282.2	ENST00000262325	NP_001273.1	ENSP00000262325
9606	164	ENSG00000166747	NM_001030007.1	ENST00000393512	NP_001025178.1	ENSP00000377148
9606	164	ENSG00000166747	NM_001128.5	ENST00000299980	NP_001119.3	ENSP00000299980
9606	165	ENSG00000106624	NM_001129.3	ENST00000223357	NP_001120.3	ENSP00000223357
9606	166	ENSG00000104964	NM_001130.5	ENST00000327141	NP_001121.2	ENSP00000317537
9606	166	ENSG00000104964	NM_198969.1	ENST00000221561	NP_945320.1	ENSP00000221561
9606	167	ENSG00000124812	NM_001131.2	ENST00000335847	NP_001122.2	ENSP00000338276
9606	167	ENSG00000124812	NM_001205220.1	ENST00000505118	NP_001192149.1	ENSP00000427589
9606	167	ENSG00000124812	NM_170609.1	ENST00000507853	NP_733758.1	ENSP00000425020
9606	173	ENSG00000079557	NM_001133.2	ENST00000226355	NP_001124.1	ENSP00000226355
9606	174	ENSG00000081051	NM_001134.1	ENST00000395792	NP_001125.1	ENSP00000379138
9606	175	ENSG00000038002	NM_000027.3	ENST00000264595	NP_000018.2	ENSP00000264595
9606	176	ENSG00000157766	NM_001135.3	ENST00000352105	NP_001126.3	ENSP00000341615
9606	176	ENSG00000157766	NM_013227.3	ENST00000439576	NP_037359.3	ENSP00000387356
9606	177	ENSG00000204305	NM_001136.4	ENST00000375076	NP_001127.1	ENSP00000364217
9606	177	ENSG00000204305	NM_001206934.1	ENST00000438221	NP_001193863.1	ENSP00000387887
9606	177	ENSG00000204305	NM_001206940.1	ENST00000375055	NP_001193869.1	ENSP00000364195
9606	177	ENSG00000204305	NM_172197.2	ENST00000375067	NP_751947.1	ENSP00000364208
9606	178	ENSG00000162688	NM_000028.2	ENST00000294724	NP_000019.2	ENSP00000294724
9606	178	ENSG00000162688	NM_000642.2	ENST00000361915	NP_000633.2	ENSP00000355106
9606	178	ENSG00000162688	NM_000643.2	ENST00000370163	NP_000634.2	ENSP00000359182
9606	178	ENSG00000162688	NM_000644.2	ENST00000370165	NP_000635.2	ENSP00000359184
9606	178	ENSG00000162688	NM_000645.2	ENST00000361522	NP_000636.2	ENSP00000354635
9606	178	ENSG00000162688	NM_000646.2	ENST00000361302	NP_000637.2	ENSP00000354971
9606	181	ENSG00000159723	NM_001138.1	ENST00000290953	NP_001129.1	ENSP00000290953
9606	182	ENSG00000101384	NM_000214.2	ENST00000254958	NP_000205.1	ENSP00000254958
9606	183	ENSG00000135744	NM_000029.3	ENST00000366667	NP_000020.1	ENSP00000355627
9606	185	ENSG00000144891	NM_000685.4	ENST00000349243	NP_000676.1	ENSP00000273430
9606	185	ENSG00000144891	NM_009585.3	ENST00000497524	NP_033611.1	ENSP00000419422
9606	186	ENSG00000180772	NM_000686.4	ENST00000371906	NP_000677.2	ENSP00000360973
9606	189	ENSG00000172482	NM_000030.2	ENST00000307503	NP_000021.1	ENSP00000302620
9606	190	ENSG00000169297	NM_000475.4	ENST00000378970	NP_000466.2	ENSP00000368253
9606	191	ENSG00000101444	NM_000687.2	ENST00000217426	NP_000678.1	ENSP00000217426
9606	191	ENSG00000101444	NM_001161766.1	ENST00000538132	NP_001155238.1	ENSP00000442820
9606	196	ENSG00000106546	NM_001621.4	ENST00000242057	NP_001612.1	ENSP00000242057
9606	197	ENSG00000145192	NM_001622.2	ENST00000411641	NP_001613.2	ENSP00000393887
9606	199	ENSG00000204472	NM_001623.3	ENST00000376059	NP_001614.3	ENSP00000365227
9606	199	ENSG00000204472	NM_032955.1	ENST00000376049	NP_116573.1	ENSP00000365217
9606	202	ENSG00000112297	NM_001624.2	ENST00000369066	NP_001615.1	ENSP00000358062
9606	203	ENSG00000106992	NM_000476.2	ENST00000373176	NP_000467.1	ENSP00000362271
9606	204	ENSG00000004455	NM_001625.3	ENST00000354858	NP_001616.1	ENSP00000346921
9606	204	ENSG00000004455	NM_013411.4	ENST00000373449	NP_037543.1	ENSP00000362548
9606	205	ENSG00000162433	NM_001005353.2	ENST00000395334	NP_001005353.1	ENSP00000378743
9606	205	ENSG00000162433	NM_013410.3	ENST00000327299	NP_037542.1	ENSP00000322175
9606	205	ENSG00000162433	NM_203464.2	ENST00000545314	NP_982289.1	ENSP00000445912
9606	207	ENSG00000142208	NM_001014431.1	ENST00000407796	NP_001014431.1	ENSP00000384293
9606	207	ENSG00000142208	NM_001014432.1	ENST00000349310	NP_001014432.1	ENSP00000270202
9606	207	ENSG00000142208	NM_005163.2	ENST00000555528	NP_005154.2	ENSP00000450688
9606	208	ENSG00000105221	NM_001626.4	ENST00000392038	NP_001617.1	ENSP00000375892
9606	210	ENSG00000148218	NM_000031.5	ENST00000409155	NP_000022.3	ENSP00000386284
9606	211	ENSG00000023330	NM_000688.5	ENST00000484952	NP_000679.1	ENSP00000418779
9606	211	ENSG00000023330	NM_199166.2	ENST00000469224	NP_954635.1	ENSP00000417719
9606	212	ENSG00000158578	NM_000032.4	ENST00000330807	NP_000023.2	ENSP00000332369
9606	212	ENSG00000158578	NM_001037967.3	ENST00000335854	NP_001033056.1	ENSP00000337131
9606	212	ENSG00000158578	NM_001037968.3	ENST00000396198	NP_001033057.1	ENSP00000379501
9606	213	ENSG00000163631	NM_000477.5	ENST00000295897	NP_000468.1	ENSP00000295897
9606	214	ENSG00000170017	NM_001243280.1	ENST00000472644	NP_001230209.1	ENSP00000419236
9606	214	ENSG00000170017	NM_001627.3	ENST00000306107	NP_001618.2	ENSP00000305988
9606	215	ENSG00000101986	NM_000033.3	ENST00000218104	NP_000024.2	ENSP00000218104
9606	216	ENSG00000165092	NM_000689.4	ENST00000297785	NP_000680.2	ENSP00000297785
9606	217	ENSG00000111275	NM_000690.3	ENST00000261733	NP_000681.2	ENSP00000261733
9606	217	ENSG00000111275	NM_001204889.1	ENST00000416293	NP_001191818.1	ENSP00000403349
9606	218	ENSG00000108602	NM_000691.4	ENST00000225740	NP_000682.3	ENSP00000225740
9606	218	ENSG00000108602	NM_001135167.1	ENST00000444455	NP_001128639.1	ENSP00000388469
9606	218	ENSG00000108602	NM_001135168.1	ENST00000457500	NP_001128640.1	ENSP00000411821
9606	219	ENSG00000137124	NM_000692.4	ENST00000377698	NP_000683.3	ENSP00000366927
9606	220	ENSG00000184254	NM_000693.2	ENST00000329841	NP_000684.2	ENSP00000332256
9606	222	ENSG00000132746	NM_000695.3	ENST00000349015	NP_000686.2	ENSP00000255084
9606	222	ENSG00000132746	NM_001031615.1	ENST00000530069	NP_001026786.1	ENSP00000431595
9606	223	ENSG00000143149	NM_000696.3	ENST00000354775	NP_000687.3	ENSP00000346827
9606	224	ENSG00000072210	NM_000382.2	ENST00000176643	NP_000373.1	ENSP00000176643
9606	224	ENSG00000072210	NM_001031806.1	ENST00000339618	NP_001026976.1	ENSP00000345774
9606	225	ENSG00000173208	NM_005164.3	ENST00000308666	NP_005155.1	ENSP00000310688
9606	226	ENSG00000149925	NM_000034.3	ENST00000338110	NP_000025.1	ENSP00000336927
9606	226	ENSG00000149925	NM_001127617.2	ENST00000412304	NP_001121089.1	ENSP00000400452
9606	226	ENSG00000149925	NM_001243177.1	ENST00000564595	NP_001230106.1	ENSP00000457468
9606	226	ENSG00000149925	NM_184041.2	ENST00000564546	NP_908930.1	ENSP00000455917
9606	226	ENSG00000149925	NM_184043.2	ENST00000563060	NP_908932.1	ENSP00000455800
9606	229	ENSG00000136872	NM_000035.3	ENST00000374855	NP_000026.2	ENSP00000363988
9606	230	ENSG00000109107	NM_005165.2	ENST00000226253	NP_005156.1	ENSP00000226253
9606	231	ENSG00000085662	NM_001628.2	ENST00000285930	NP_001619.1	ENSP00000285930
9606	238	ENSG00000171094	NM_004304.4	ENST00000389048	NP_004295.2	ENSP00000373700
9606	239	ENSG00000108839	NM_000697.2	ENST00000251535	NP_000688.2	ENSP00000251535
9606	240	ENSG00000012779	NM_000698.3	ENST00000374391	NP_000689.1	ENSP00000363512
